"POSTE_ID","date","C","V","T"
311,2021-05-29,102,14310,14412
311,2021-05-30,13,6961,6974
311,2021-05-31,527,17274,17801
311,2021-06-01,500,18237,18737
311,2021-06-02,664,17818,18482
311,2021-06-03,531,18361,18892
311,2021-06-04,430,15916,16346
311,2021-06-05,123,16003,16126
311,2021-06-06,21,7023,7044
311,2021-06-07,479,16720,17199
311,2021-06-08,465,18277,18742
311,2021-06-09,522,18039,18561
311,2021-06-10,465,18577,19042
311,2021-06-11,541,19479,20020
311,2021-06-12,153,15897,16050
311,2021-06-13,14,7333,7347
311,2021-06-14,487,17098,17585
311,2021-06-15,479,17944,18423
311,2021-06-16,548,17362,17910
311,2021-06-17,584,18630,19214
311,2021-06-18,603,19444,20047
311,2021-06-19,292,18144,18436
311,2021-06-20,70,9633,9703
311,2021-06-21,492,16084,16576
311,2021-06-22,459,17070,17529
311,2021-06-23,52,4481,4533
311,2021-06-24,494,16861,17355
311,2021-06-25,537,17259,17796
311,2021-06-26,157,13976,14133
311,2021-06-27,21,7539,7560
311,2021-06-28,427,15943,16370
311,2021-06-29,463,16085,16548
311,2021-06-30,497,16410,16907
311,2021-07-01,483,16985,17468
311,2021-07-02,507,17361,17868
311,2021-07-03,118,14524,14642
311,2021-07-04,34,7161,7195
311,2021-07-05,446,15899,16345
311,2021-07-06,460,16540,17000
311,2021-07-07,458,16218,16676
311,2021-07-08,565,16573,17138
311,2021-07-09,519,17973,18492
311,2021-07-10,126,14469,14595
311,2021-07-11,34,7126,7160
311,2021-07-12,448,15399,15847
311,2021-07-13,446,16537,16983
311,2021-07-14,292,16522,16814
311,2021-07-15,551,17030,17581
311,2021-07-16,434,16913,17347
311,2021-07-17,136,13832,13968
311,2021-07-18,11,6937,6948
311,2021-07-19,424,15050,15474
311,2021-07-20,420,15240,15660
311,2021-07-21,452,14959,15411
311,2021-07-22,444,14654,15098
311,2021-07-23,474,15436,15910
311,2021-07-24,172,12936,13108
311,2021-07-25,46,10882,10928
311,2021-07-26,424,15131,15555
311,2021-07-27,424,15208,15632
311,2021-07-28,417,15285,15702
311,2021-07-29,396,15348,15744
311,2021-07-30,370,14968,15338
311,2021-07-31,81,11854,11935
311,2021-08-01,8,5766,5774
311,2021-08-02,356,12783,13139
311,2021-08-03,325,13197,13522
311,2021-08-04,353,14960,15313
311,2021-08-05,330,13994,14324
311,2021-08-06,292,12999,13291
311,2021-08-07,69,11135,11204
311,2021-08-08,37,5409,5446
311,2021-08-09,259,11600,11859
311,2021-08-10,322,12135,12457
311,2021-08-11,325,11984,12309
311,2021-08-12,283,11972,12255
311,2021-08-13,292,13119,13411
311,2021-08-14,88,10801,10889
311,2021-08-15,10,4481,4491
311,2021-08-16,281,12852,13133
311,2021-08-17,297,13047,13344
311,2021-08-18,301,12967,13268
311,2021-08-19,293,13229,13522
311,2021-08-20,281,13788,14069
311,2021-08-21,117,11028,11145
311,2021-08-22,20,5748,5768
311,2021-08-23,321,13278,13599
311,2021-08-24,414,13639,14053
311,2021-08-25,419,13888,14307
311,2021-08-26,418,14000,14418
311,2021-08-27,400,15367,15767
311,2021-08-28,228,13139,13367
311,2021-08-29,72,6639,6711
311,2021-08-30,532,15320,15852
311,2021-08-31,592,15608,16200
311,2021-09-01,594,16438,17032
311,2021-09-02,596,15510,16106
311,2021-09-03,649,16263,16912
311,2021-09-04,264,13987,14251
311,2021-09-05,97,7161,7258
311,2021-09-06,581,15568,16149
311,2021-09-07,584,16694,17278
311,2021-09-08,612,16548,17160
311,2021-09-09,608,16867,17475
311,2021-09-10,629,17297,17926
311,2021-09-11,235,14741,14976
311,2021-09-12,80,7771,7851
311,2021-09-13,459,16767,17226
311,2021-09-14,478,18030,18508
311,2021-09-15,374,16094,16468
311,2021-09-16,484,17255,17739
311,2021-09-17,479,16765,17244
311,2021-09-18,112,15359,15471
311,2021-09-19,19,7190,7209
311,2021-09-20,398,15839,16237
311,2021-09-21,460,16433,16893
311,2021-09-22,476,15883,16359
311,2021-09-23,425,16673,17098
311,2021-09-24,423,17472,17895
311,2021-09-25,141,15502,15643
311,2021-09-26,28,7282,7310
311,2021-09-27,466,16197,16663
311,2021-09-28,506,16628,17134
311,2021-09-29,540,16671,17211
311,2021-09-30,436,17212,17648
311,2021-10-01,490,17809,18299
311,2021-10-02,133,16798,16931
311,2021-10-03,20,7256,7276
311,2021-10-04,426,15801,16227
311,2021-10-05,451,16540,16991
311,2021-10-06,461,16372,16833
311,2021-10-07,467,17437,17904
311,2021-10-08,459,17949,18408
311,2021-10-09,119,15452,15571
311,2021-10-10,76,7426,7502
311,2021-10-11,451,16213,16664
311,2021-10-12,430,16501,16931
311,2021-10-13,457,16712,17169
311,2021-10-14,489,17407,17896
311,2021-10-15,522,17950,18472
311,2021-10-16,117,15965,16082
311,2021-10-17,25,7123,7148
311,2021-10-18,416,15975,16391
311,2021-10-19,500,16932,17432
311,2021-10-20,459,16178,16637
311,2021-10-21,527,16778,17305
311,2021-10-22,475,18441,18916
311,2021-10-23,114,16292,16406
311,2021-10-24,41,1197,1238
311,2021-10-25,409,16060,16469
311,2021-10-26,421,16964,17385
311,2021-10-27,395,16855,17250
311,2021-10-28,415,17666,18081
311,2021-10-29,492,18948,19440
311,2021-10-30,96,16912,17008
311,2021-11-01,13,4755,4768
311,2021-11-02,398,17037,17435
311,2021-11-03,382,16415,16797
311,2021-11-04,399,16965,17364
311,2021-11-05,465,17981,18446
311,2021-11-06,109,15578,15687
311,2021-11-07,12,6659,6671
311,2021-11-08,434,15886,16320
311,2021-11-09,474,16578,17052
311,2021-11-10,470,17607,18077
311,2021-11-11,400,18092,18492
311,2021-11-12,438,18031,18469
311,2021-11-13,119,15900,16019
311,2021-11-14,18,9096,9114
311,2021-11-15,481,16316,16797
311,2021-11-16,451,17295,17746
311,2021-11-17,511,16985,17496
311,2021-11-18,479,17940,18419
311,2021-11-19,461,18732,19193
311,2021-11-20,98,16600,16698
311,2021-11-21,32,9736,9768
311,2021-11-22,420,16550,16970
311,2021-11-23,503,17860,18363
311,2021-11-24,448,17490,17938
311,2021-11-25,528,18261,18789
311,2021-11-26,486,20156,20642
311,2021-11-27,95,16387,16482
311,2021-11-28,14,9534,9548
311,2021-11-29,441,17128,17569
311,2021-11-30,432,17261,17693
311,2021-12-01,441,17272,17713
311,2021-12-02,462,18124,18586
311,2021-12-03,434,18485,18919
311,2021-12-04,91,16088,16179
311,2021-12-05,21,10105,10126
311,2021-12-06,403,16590,16993
311,2021-12-07,446,16866,17312
311,2021-12-08,493,16872,17365
311,2021-12-09,418,17139,17557
311,2021-12-10,402,16239,16641
311,2021-12-11,94,16546,16640
311,2021-12-12,33,9310,9343
311,2021-12-13,461,16268,16729
311,2021-12-14,516,17074,17590
311,2021-12-15,470,16929,17399
311,2021-12-16,495,17649,18144
311,2021-12-17,499,18211,18710
311,2021-12-18,160,15596,15756
311,2021-12-19,33,8597,8630
311,2021-12-20,391,17076,17467
311,2021-12-21,396,17795,18191
311,2021-12-22,395,18214,18609
311,2021-12-23,367,19867,20234
311,2021-12-24,209,13750,13959
311,2021-12-25,19,2204,2223
312,2021-01-01,17,649,666
312,2021-01-02,79,1303,1382
312,2021-01-03,20,821,841
312,2021-01-04,111,2570,2681
312,2021-01-05,129,2848,2977
312,2021-01-06,116,2670,2786
312,2021-01-07,126,2696,2822
312,2021-01-08,130,2783,2913
312,2021-01-09,94,1712,1806
312,2021-01-10,28,1002,1030
312,2021-01-11,147,4929,5076
312,2021-01-12,157,4503,4660
312,2021-01-13,156,4768,4924
312,2021-01-14,136,4330,4466
312,2021-01-15,132,4197,4329
312,2021-01-16,87,2349,2436
312,2021-01-17,35,891,926
312,2021-01-18,145,4144,4289
312,2021-01-19,145,4217,4362
312,2021-01-20,176,4539,4715
312,2021-01-21,189,5233,5422
312,2021-01-22,145,4893,5038
312,2021-01-23,90,2701,2791
312,2021-01-24,26,991,1017
312,2021-01-25,145,4477,4622
312,2021-01-26,164,4438,4602
312,2021-01-27,143,4192,4335
312,2021-01-28,167,5048,5215
312,2021-01-29,178,5021,5199
312,2021-01-30,81,2774,2855
312,2021-02-02,156,4498,4654
312,2021-02-03,213,5147,5360
312,2021-02-04,170,4562,4732
312,2021-02-05,154,4862,5016
312,2021-02-06,84,2519,2603
312,2021-02-07,22,1150,1172
312,2021-02-08,146,3981,4127
312,2021-02-09,176,4484,4660
312,2021-02-10,157,4165,4322
312,2021-02-11,159,4492,4651
312,2021-02-12,142,4417,4559
312,2021-02-13,104,2323,2427
312,2021-02-14,30,1068,1098
312,2021-02-15,139,3480,3619
312,2021-02-16,149,4108,4257
312,2021-02-17,148,3756,3904
312,2021-02-18,145,3657,3802
312,2021-02-19,147,3823,3970
312,2021-02-20,94,2406,2500
312,2021-02-21,20,1473,1493
312,2021-02-22,172,4106,4278
312,2021-02-23,150,4490,4640
312,2021-02-24,178,4480,4658
312,2021-02-25,177,4611,4788
312,2021-02-26,174,4680,4854
312,2021-02-27,89,2860,2949
312,2021-03-01,165,4549,4714
312,2021-03-02,185,4643,4828
312,2021-03-03,167,4783,4950
312,2021-03-04,163,4701,4864
312,2021-03-05,180,4668,4848
312,2021-03-06,93,2898,2991
312,2021-03-07,25,1460,1485
312,2021-03-08,205,5197,5402
312,2021-03-09,192,5341,5533
312,2021-03-10,193,5534,5727
312,2021-03-11,180,4678,4858
312,2021-03-12,248,5730,5978
312,2021-03-13,94,2416,2510
312,2021-03-14,27,1233,1260
312,2021-03-15,177,4917,5094
312,2021-03-16,193,5113,5306
312,2021-03-17,177,4757,4934
312,2021-03-18,185,5213,5398
312,2021-03-19,185,4924,5109
312,2021-03-20,104,2741,2845
312,2021-03-21,18,1308,1326
312,2021-03-22,171,4606,4777
312,2021-03-23,186,5071,5257
312,2021-03-24,197,5093,5290
312,2021-03-25,164,4784,4948
312,2021-03-26,180,4972,5152
312,2021-03-27,110,2916,3026
312,2021-03-29,198,5447,5645
312,2021-03-30,197,5838,6035
312,2021-03-31,170,5353,5523
312,2021-04-01,191,5722,5913
312,2021-04-02,171,5781,5952
312,2021-04-03,95,3093,3188
312,2021-04-04,19,1354,1373
312,2021-04-05,34,1170,1204
312,2021-04-06,194,5338,5532
312,2021-04-07,216,5390,5606
312,2021-04-08,204,5669,5873
312,2021-04-09,208,5217,5425
312,2021-04-10,119,2614,2733
312,2021-04-11,28,1150,1178
312,2021-04-12,203,5360,5563
312,2021-04-13,178,5097,5275
312,2021-04-14,199,5039,5238
312,2021-04-15,188,5881,6069
312,2021-04-16,200,4949,5149
312,2021-04-17,116,4336,4452
312,2021-04-18,50,3576,3626
312,2021-04-19,187,5323,5510
312,2021-04-20,214,5311,5525
312,2021-04-21,217,5292,5509
312,2021-04-22,212,5585,5797
312,2021-04-23,229,5664,5893
312,2021-04-24,142,3118,3260
312,2021-04-25,24,1583,1607
312,2021-04-26,230,5551,5781
312,2021-04-27,192,5614,5806
312,2021-04-28,174,5578,5752
312,2021-04-29,225,6051,6276
312,2021-04-30,224,6124,6348
312,2021-05-01,43,1519,1562
312,2021-05-02,23,1521,1544
312,2021-05-03,208,5457,5665
312,2021-05-04,217,5856,6073
312,2021-05-05,209,5483,5692
312,2021-05-06,245,5576,5821
312,2021-05-07,247,5984,6231
312,2021-05-08,139,3865,4004
312,2021-05-09,26,1598,1624
312,2021-05-10,203,5289,5492
312,2021-05-11,204,5383,5587
312,2021-05-12,246,5755,6001
312,2021-05-13,24,1242,1266
312,2021-05-14,130,5331,5461
312,2021-05-15,121,3369,3490
312,2021-05-16,59,1438,1497
312,2021-05-17,190,4096,4286
312,2021-05-18,236,5356,5592
312,2021-05-19,227,5245,5472
312,2021-05-20,185,5243,5428
312,2021-05-21,228,5865,6093
312,2021-05-22,94,3126,3220
312,2021-05-23,25,1383,1408
312,2021-05-24,43,1115,1158
312,2021-05-25,227,4929,5156
312,2021-05-26,171,4855,5026
312,2021-05-27,216,5149,5365
312,2021-05-28,201,4860,5061
312,2021-05-29,105,2889,2994
312,2021-05-30,31,1608,1639
312,2021-05-31,213,5364,5577
312,2021-06-02,258,4536,4794
312,2021-06-03,243,5634,5877
312,2021-06-04,210,4324,4534
312,2021-06-05,123,3130,3253
312,2021-06-06,33,1527,1560
312,2021-06-07,218,4974,5192
312,2021-06-08,191,5848,6039
312,2021-06-09,222,5807,6029
312,2021-06-10,231,5832,6063
312,2021-06-11,229,5883,6112
312,2021-06-12,134,3176,3310
312,2021-06-13,26,1829,1855
312,2021-06-14,235,5465,5700
312,2021-06-15,242,5870,6112
312,2021-06-16,268,5357,5625
312,2021-06-17,291,6296,6587
312,2021-06-18,246,5109,5355
312,2021-06-19,136,4001,4137
312,2021-06-20,32,1715,1747
312,2021-06-21,222,4686,4908
312,2021-06-22,220,5215,5435
312,2021-06-23,27,1209,1236
312,2021-06-24,203,4886,5089
312,2021-06-25,204,4754,4958
312,2021-06-26,101,2954,3055
312,2021-06-27,23,1642,1665
312,2021-06-28,216,4932,5148
312,2021-06-29,215,4901,5116
312,2021-06-30,192,4993,5185
312,2021-07-01,196,5152,5348
312,2021-07-02,187,5215,5402
312,2021-07-03,87,2922,3009
312,2021-07-04,42,1511,1553
312,2021-07-05,234,5105,5339
312,2021-07-06,201,5288,5489
312,2021-07-07,190,5011,5201
312,2021-07-08,235,4913,5148
312,2021-07-09,211,5537,5748
312,2021-07-10,96,2586,2682
312,2021-07-11,35,1692,1727
312,2021-07-12,225,4601,4826
312,2021-07-13,216,5710,5926
312,2021-07-14,174,4580,4754
312,2021-07-15,240,5909,6149
312,2021-07-16,168,4823,4991
312,2021-07-17,114,2560,2674
312,2021-07-18,25,1610,1635
312,2021-07-19,185,4465,4650
312,2021-07-20,70,1199,1269
312,2021-07-21,4,27,31
312,2021-07-22,38,1352,1390
312,2021-07-23,165,3664,3829
312,2021-07-24,116,2194,2310
312,2021-07-29,129,4037,4166
312,2021-07-30,138,3544,3682
312,2021-07-31,90,2141,2231
312,2021-08-01,30,1307,1337
312,2021-08-02,134,3083,3217
312,2021-08-03,117,3255,3372
312,2021-08-04,130,3305,3435
312,2021-08-05,144,3303,3447
312,2021-08-06,122,2974,3096
312,2021-08-07,82,2102,2184
312,2021-08-08,34,1178,1212
312,2021-08-09,104,2677,2781
312,2021-08-10,136,2821,2957
312,2021-08-11,137,2784,2921
312,2021-08-12,121,2894,3015
312,2021-08-13,138,2867,3005
312,2021-08-14,120,1933,2053
312,2021-08-15,29,1142,1171
312,2021-08-16,125,2697,2822
312,2021-08-17,148,2785,2933
312,2021-08-18,127,2874,3001
312,2021-08-19,141,2870,3011
312,2021-08-20,133,3104,3237
312,2021-08-21,97,2031,2128
312,2021-08-22,32,1187,1219
312,2021-08-23,151,3156,3307
312,2021-08-24,153,3327,3480
312,2021-08-25,160,3314,3474
312,2021-08-26,72,1711,1783
312,2021-08-27,148,3479,3627
312,2021-08-28,93,2203,2296
312,2021-08-29,25,1322,1347
312,2021-08-30,154,3908,4062
312,2021-08-31,180,3919,4099
312,2021-09-01,191,4156,4347
312,2021-09-02,188,4104,4292
312,2021-09-03,179,4089,4268
312,2021-09-04,114,2508,2622
312,2021-09-05,45,1520,1565
312,2021-09-06,172,4828,5000
312,2021-09-07,191,4937,5128
312,2021-09-08,188,4692,4880
312,2021-09-09,169,4622,4791
312,2021-09-10,186,4503,4689
312,2021-09-11,93,2686,2779
312,2021-09-12,21,1596,1617
312,2021-09-13,209,4751,4960
312,2021-09-14,202,6018,6220
312,2021-09-15,224,5137,5361
312,2021-09-16,205,5693,5898
312,2021-09-17,176,4888,5064
312,2021-09-18,113,3026,3139
312,2021-09-19,23,1582,1605
312,2021-09-20,169,4887,5056
312,2021-09-21,189,4826,5015
312,2021-09-22,192,4738,4930
312,2021-09-23,209,5645,5854
312,2021-09-24,183,5202,5385
312,2021-09-25,109,3129,3238
312,2021-09-26,32,1508,1540
312,2021-09-27,190,5307,5497
312,2021-09-28,186,4799,4985
312,2021-09-29,177,4846,5023
312,2021-09-30,184,5161,5345
312,2021-10-01,194,4834,5028
312,2021-10-02,100,2877,2977
312,2021-10-03,37,1481,1518
312,2021-10-04,172,4837,5009
312,2021-10-05,224,5334,5558
312,2021-10-06,203,5200,5403
312,2021-10-07,223,6046,6269
312,2021-10-08,186,5055,5241
312,2021-10-09,103,2436,2539
312,2021-10-10,81,1433,1514
312,2021-10-11,211,4718,4929
312,2021-10-12,225,5105,5330
312,2021-10-13,194,4985,5179
312,2021-10-14,209,5300,5509
312,2021-10-15,209,5065,5274
312,2021-10-17,33,1400,1433
312,2021-10-18,191,4938,5129
312,2021-10-19,217,5164,5381
312,2021-10-20,234,4709,4943
312,2021-10-21,234,5202,5436
312,2021-10-22,184,4962,5146
312,2021-10-23,118,2699,2817
312,2021-10-24,14,943,957
312,2021-10-25,220,4399,4619
312,2021-10-26,186,4557,4743
312,2021-10-27,188,4480,4668
312,2021-10-28,220,4633,4853
312,2021-10-29,202,4861,5063
312,2021-10-30,94,2616,2710
312,2021-11-01,43,1256,1299
312,2021-11-02,172,4067,4239
312,2021-11-03,152,3888,4040
312,2021-11-04,146,4030,4176
312,2021-11-05,167,3995,4162
312,2021-11-06,98,2565,2663
312,2021-11-07,23,1202,1225
312,2021-11-08,160,4586,4746
312,2021-11-09,183,5044,5227
312,2021-11-10,227,6036,6263
312,2021-11-11,172,5022,5194
312,2021-11-12,177,4892,5069
312,2021-11-13,124,2615,2739
312,2021-11-14,25,1728,1753
312,2021-11-15,180,4747,4927
312,2021-11-16,190,5365,5555
312,2021-11-17,185,4685,4870
312,2021-11-18,198,5381,5579
312,2021-11-19,186,5517,5703
312,2021-11-20,86,2785,2871
312,2021-11-21,34,1441,1475
312,2021-11-22,171,4749,4920
312,2021-11-23,204,5427,5631
312,2021-11-24,211,5048,5259
312,2021-11-25,179,5202,5381
312,2021-11-26,184,6182,6366
312,2021-11-27,93,2611,2704
312,2021-11-28,22,1388,1410
312,2021-11-29,177,4652,4829
312,2021-11-30,176,4782,4958
312,2021-12-01,191,5474,5665
312,2021-12-02,180,5011,5191
312,2021-12-03,182,4857,5039
312,2021-12-04,103,2667,2770
312,2021-12-05,24,1496,1520
312,2021-12-06,147,4452,4599
312,2021-12-07,190,4764,4954
312,2021-12-08,191,4836,5027
312,2021-12-09,183,4812,4995
312,2021-12-17,150,4592,4742
312,2021-12-18,79,2497,2576
312,2021-12-19,20,1357,1377
312,2021-12-20,135,3597,3732
312,2021-12-21,117,3908,4025
312,2021-12-22,136,3722,3858
312,2021-12-23,141,3670,3811
312,2021-12-24,93,2551,2644
312,2021-12-25,16,748,764
312,2021-12-26,15,789,804
312,2021-12-27,102,2359,2461
312,2021-12-28,104,2350,2454
312,2021-12-29,96,2582,2678
312,2021-12-30,103,2704,2807
312,2021-12-31,80,2284,2364
313,2021-01-01,42,1943,1985
313,2021-01-02,205,2686,2891
313,2021-01-03,51,2332,2383
313,2021-01-04,261,3966,4227
313,2021-01-05,249,4307,4556
313,2021-01-06,250,4231,4481
313,2021-01-07,267,4451,4718
313,2021-01-08,289,4417,4706
313,2021-01-09,228,3252,3480
313,2021-01-10,69,2526,2595
313,2021-01-11,344,5866,6210
313,2021-01-12,309,5570,5879
313,2021-01-13,332,5752,6084
313,2021-01-14,290,5526,5816
313,2021-01-15,320,5962,6282
313,2021-01-16,257,3749,4006
313,2021-01-17,46,2341,2387
313,2021-01-18,306,5601,5907
313,2021-01-19,309,5730,6039
313,2021-01-20,369,5819,6188
313,2021-01-21,354,6112,6466
313,2021-01-22,324,6334,6658
313,2021-01-23,212,4011,4223
313,2021-01-24,56,2603,2659
313,2021-01-25,347,5679,6026
313,2021-01-26,382,6201,6583
313,2021-01-27,323,5648,5971
313,2021-01-28,324,6022,6346
313,2021-01-29,337,6370,6707
313,2021-01-30,218,4121,4339
313,2021-01-31,50,2494,2544
313,2021-02-01,328,5740,6068
313,2021-02-02,313,5843,6156
313,2021-02-03,363,5837,6200
313,2021-02-04,353,6365,6718
313,2021-02-05,337,6353,6690
313,2021-02-06,220,4040,4260
313,2021-02-07,59,2681,2740
313,2021-02-08,321,5324,5645
313,2021-02-09,335,5633,5968
313,2021-02-10,334,5731,6065
313,2021-02-11,326,5789,6115
313,2021-02-12,330,5916,6246
313,2021-02-13,255,3914,4169
313,2021-02-14,74,2683,2757
313,2021-02-15,284,4971,5255
313,2021-02-16,315,5421,5736
313,2021-02-17,298,5268,5566
313,2021-02-18,289,5184,5473
313,2021-02-19,322,5625,5947
313,2021-02-20,245,4485,4730
313,2021-02-21,60,3608,3668
313,2021-02-22,493,7505,7998
313,2021-02-23,467,8091,8558
313,2021-02-24,450,8028,8478
313,2021-02-25,423,8450,8873
313,2021-02-26,401,8079,8480
313,2021-02-27,239,5042,5281
313,2021-02-28,96,4919,5015
313,2021-03-02,418,7520,7938
313,2021-03-03,427,7611,8038
313,2021-03-04,446,7447,7893
313,2021-03-05,403,7411,7814
313,2021-03-06,296,4962,5258
313,2021-03-07,72,3451,3523
313,2021-03-08,457,7214,7671
313,2021-03-09,488,7356,7844
313,2021-03-10,421,7199,7620
313,2021-03-11,445,7475,7920
313,2021-03-12,432,7865,8297
313,2021-03-13,221,4450,4671
313,2021-03-14,48,2890,2938
313,2021-03-15,396,6976,7372
313,2021-03-16,410,7538,7948
313,2021-03-17,421,7132,7553
313,2021-03-18,429,7560,7989
313,2021-03-19,383,7551,7934
313,2021-03-20,261,4881,5142
313,2021-03-21,56,3131,3187
313,2021-03-22,412,7013,7425
313,2021-03-23,388,7686,8074
313,2021-03-24,430,7572,8002
313,2021-03-25,416,7592,8008
313,2021-03-26,421,7832,8253
313,2021-03-27,262,4933,5195
313,2021-03-29,444,7697,8141
313,2021-03-30,360,8110,8470
313,2021-03-31,410,8165,8575
313,2021-04-01,401,8462,8863
313,2021-04-02,419,8579,8998
313,2021-04-03,259,4780,5039
313,2021-04-04,86,3257,3343
313,2021-04-05,54,2683,2737
313,2021-04-06,387,6824,7211
313,2021-04-07,396,6606,7002
313,2021-04-08,403,6824,7227
313,2021-04-09,341,6915,7256
313,2021-04-10,246,4157,4403
313,2021-04-11,60,2624,2684
313,2021-04-12,367,6653,7020
313,2021-04-13,378,6878,7256
313,2021-04-14,346,7050,7396
313,2021-04-15,365,7302,7667
313,2021-04-16,351,7143,7494
313,2021-04-17,267,5548,5815
313,2021-04-18,58,3236,3294
313,2021-04-19,391,6961,7352
313,2021-04-20,379,7373,7752
313,2021-04-21,400,7475,7875
313,2021-04-22,406,7876,8282
313,2021-04-23,422,8094,8516
313,2021-04-24,258,5484,5742
313,2021-04-25,67,3700,3767
313,2021-04-26,393,7491,7884
313,2021-04-27,409,7711,8120
313,2021-04-28,398,7882,8280
313,2021-04-29,400,8089,8489
313,2021-04-30,426,8357,8783
313,2021-05-01,65,3655,3720
313,2021-05-02,66,3325,3391
313,2021-05-03,418,7971,8389
313,2021-05-04,416,8289,8705
313,2021-05-05,414,8003,8417
313,2021-05-06,401,8396,8797
313,2021-05-07,408,8167,8575
313,2021-05-08,290,5562,5852
313,2021-05-09,63,3851,3914
313,2021-05-10,401,7908,8309
313,2021-05-11,387,8203,8590
313,2021-05-12,439,8315,8754
313,2021-05-13,66,3161,3227
313,2021-05-14,390,7326,7716
313,2021-05-15,359,4683,5042
313,2021-05-16,69,3052,3121
313,2021-05-17,450,7830,8280
313,2021-05-18,398,8433,8831
313,2021-05-19,433,8436,8869
313,2021-05-20,436,8192,8628
313,2021-05-21,497,9052,9549
313,2021-05-22,368,7706,8074
313,2021-05-23,73,3623,3696
313,2021-05-24,84,2810,2894
313,2021-05-25,503,8118,8621
313,2021-05-26,461,7465,7926
313,2021-05-27,395,7450,7845
313,2021-05-28,409,7508,7917
313,2021-05-29,284,4609,4893
313,2021-05-30,79,3673,3752
313,2021-05-31,397,7835,8232
313,2021-06-01,386,8623,9009
313,2021-06-02,408,8506,8914
313,2021-06-03,416,8620,9036
313,2021-06-04,479,8404,8883
313,2021-06-05,266,5396,5662
313,2021-06-06,56,3367,3423
313,2021-06-07,416,7892,8308
313,2021-06-08,401,8425,8826
313,2021-06-09,447,8522,8969
313,2021-06-10,452,8984,9436
313,2021-06-11,461,9194,9655
313,2021-06-12,286,5491,5777
313,2021-06-13,74,4096,4170
313,2021-06-14,433,8273,8706
313,2021-06-15,450,8265,8715
313,2021-06-16,472,8330,8802
313,2021-06-17,446,8750,9196
313,2021-06-18,474,9616,10090
313,2021-06-19,453,12070,12523
313,2021-06-20,95,7529,7624
313,2021-06-21,444,7956,8400
313,2021-06-22,469,8678,9147
313,2021-06-23,57,3389,3446
313,2021-06-24,516,8250,8766
313,2021-06-25,483,8986,9469
313,2021-06-26,325,8609,8934
313,2021-06-27,83,4862,4945
313,2021-06-28,486,7896,8382
313,2021-06-29,470,8375,8845
313,2021-06-30,572,8585,9157
313,2021-07-01,469,8415,8884
313,2021-07-02,455,8974,9429
313,2021-07-03,260,5306,5566
313,2021-07-04,74,3437,3511
313,2021-07-05,470,7832,8302
313,2021-07-06,371,7396,7767
313,2021-07-07,439,8291,8730
313,2021-07-08,487,8754,9241
313,2021-07-09,459,8669,9128
313,2021-07-10,283,5221,5504
313,2021-07-11,57,3725,3782
313,2021-07-12,469,8175,8644
313,2021-07-13,379,7856,8235
313,2021-07-14,397,8356,8753
313,2021-07-15,387,8358,8745
313,2021-07-16,353,8689,9042
313,2021-07-17,278,4927,5205
313,2021-07-18,70,3844,3914
313,2021-07-19,382,7462,7844
313,2021-07-20,401,8554,8955
313,2021-07-21,422,8515,8937
313,2021-07-22,443,8084,8527
313,2021-07-23,449,7463,7912
313,2021-07-24,285,4480,4765
313,2021-07-25,79,3580,3659
313,2021-07-26,376,6506,6882
313,2021-07-27,378,6866,7244
313,2021-07-28,342,6852,7194
313,2021-07-29,385,6681,7066
313,2021-07-30,343,6599,6942
313,2021-07-31,278,4325,4603
313,2021-09-01,370,5984,6354
313,2021-09-02,397,6387,6784
313,2021-09-03,369,6606,6975
313,2021-09-04,242,4478,4720
313,2021-09-05,68,3568,3636
313,2021-09-06,475,6526,7001
313,2021-09-07,324,5552,5876
313,2021-09-08,351,6114,6465
313,2021-09-09,378,6701,7079
313,2021-09-10,384,6959,7343
313,2021-09-11,251,4753,5004
313,2021-09-12,66,3662,3728
313,2021-09-13,349,6774,7123
313,2021-09-14,381,7374,7755
313,2021-09-15,326,6388,6714
313,2021-09-16,405,7560,7965
313,2021-09-17,430,7433,7863
313,2021-09-18,275,5871,6146
313,2021-09-19,64,4006,4070
313,2021-09-20,418,7145,7563
313,2021-09-21,390,7321,7711
313,2021-09-22,452,7594,8046
313,2021-09-23,451,7581,8032
313,2021-09-24,433,7829,8262
313,2021-09-25,278,5624,5902
313,2021-09-26,69,3357,3426
313,2021-09-27,427,7277,7704
313,2021-09-28,404,7342,7746
313,2021-09-29,383,7438,7821
313,2021-09-30,508,7801,8309
313,2021-10-01,468,7783,8251
313,2021-10-02,264,4755,5019
313,2021-10-03,60,3282,3342
313,2021-10-04,360,6766,7126
313,2021-10-05,416,7687,8103
313,2021-10-06,351,6920,7271
313,2021-10-07,384,7239,7623
313,2021-10-08,395,7661,8056
313,2021-10-09,255,5106,5361
313,2021-10-10,110,3377,3487
313,2021-10-11,427,6542,6969
313,2021-10-12,452,7150,7602
313,2021-10-13,397,7058,7455
313,2021-10-14,419,7397,7816
313,2021-10-15,399,7634,8033
313,2021-10-16,278,4921,5199
313,2021-10-17,67,3397,3464
313,2021-10-18,388,7023,7411
313,2021-10-19,374,6942,7316
313,2021-10-20,410,7044,7454
313,2021-10-21,403,7267,7670
313,2021-10-22,449,7569,8018
313,2021-10-23,283,5270,5553
313,2021-10-24,80,5078,5158
313,2021-10-25,403,6709,7112
313,2021-10-26,378,6730,7108
